,c1.xlarge,c3.8xlarge,c4.2xlarge,c4.4xlarge,c4.8xlarge,c5.2xlarge,c5.4xlarge,c5.9xlarge,c5.large,c5.xlarge,c5d.2xlarge,c5d.4xlarge,c5d.9xlarge,c5d.xlarge,g2.2xlarge,g2.8xlarge,g3.4xlarge,i3.2xlarge,i3.4xlarge,i3.8xlarge,i3.xlarge,m3.2xlarge,m3.xlarge,m4.10xlarge,m4.16xlarge,m4.2xlarge,m4.4xlarge,m5.12xlarge,m5.2xlarge,m5.4xlarge,m5.xlarge,m5d.12xlarge,m5d.2xlarge,m5d.4xlarge,m5d.xlarge,p2.8xlarge,p2.xlarge,p3.16xlarge,p3.2xlarge,p3.8xlarge,r3.2xlarge,r3.4xlarge,r3.8xlarge,r4.16xlarge,r4.2xlarge,r4.4xlarge,r4.8xlarge,r4.xlarge,r5.2xlarge,r5.4xlarge,r5.xlarge,r5d.24xlarge,r5d.4xlarge,r5d.xlarge,x1.16xlarge,z1d.6xlarge,z1d.large,z1d.xlarge
2018-09-28 17:00:00+00:00,0.00047437499999999997,0.00073640625,0.0,0.0,0.0,0.0,0.0,0.000844861111111111,0.0008525,0.00103,0.000815,0.0010725,0.0008275,0.00083,0.0015712500000000002,0.00143921875,0.001156875,0.0,0.0,0.0,0.0,0.000771875,0.00077125,0.00081225,0.0,0.0,0.0,0.0008531249999999999,0.0,0.0,0.0,0.0,0.0,0.0010231250000000002,0.00101125,0.00408734375,0.0,0.00628046875,0.0,0.019125,0.0008906249999999999,0.00415625,0.0010778125,0.0,0.0,0.0,0.0,0.00088,0.0015425,0.0009021875,0.0008975000000000001,0.0009110416666666667,0.0008906249999999999,0.0009,0.0016980468750000001,0.0036027083333333336,0.0014075000000000001,0.0
2018-09-28 18:00:00+00:00,0.00047437499999999997,0.00073640625,0.0,0.0,0.0,0.0,0.0,0.000844861111111111,0.0008525,0.00103,0.000840625,0.0010725,0.0008275,0.00083,0.0015712500000000002,0.00143921875,0.001156875,0.0,0.0,0.0,0.0,0.000771875,0.00077125,0.00081225,0.0,0.0,0.0,0.0008531249999999999,0.0,0.0,0.0,0.0,0.0,0.0010231250000000002,0.00102125,0.003995,0.0,0.00628046875,0.00582875,0.0064121874999999995,0.0008906249999999999,0.00415625,0.0010778125,0.0,0.0,0.0,0.0,0.00088,0.0015425,0.0010046875,0.00103875,0.0009110416666666667,0.0008906249999999999,0.0009,0.0016980468750000001,0.0046500000000000005,0.0014075000000000001,0.0
2018-09-28 19:00:00+00:00,0.00047437499999999997,0.00073640625,0.0,0.0,0.0,0.0,0.0,0.0009391666666666667,0.0008525,0.0009549999999999999,0.000840625,0.0010725,0.0008275,0.00083,0.001348125,0.00143921875,0.001156875,0.0,0.0,0.0,0.0,0.00077125,0.00077625,0.000845625,0.0,0.0,0.0,0.0008531249999999999,0.0,0.0,0.0,0.001260625,0.0,0.0010231250000000002,0.00102125,0.003995,0.0,0.006312812499999999,0.005766874999999999,0.006839687499999999,0.000875625,0.001004375,0.0010778125,0.0,0.0,0.0,0.0,0.00088,0.0015425,0.0010046875,0.00103875,0.0009110416666666667,0.0008906249999999999,0.0009,0.0015887499999999999,0.003258541666666667,0.0014075000000000001,0.0
2018-09-28 20:00:00+00:00,0.00047437499999999997,0.00073640625,0.0,0.0,0.0,0.0,0.0,0.0008626388888888889,0.0008525,0.0009549999999999999,0.000840625,0.0010734375000000002,0.0008275,0.0009662499999999999,0.002635625,0.00229640625,0.001156875,0.0,0.0,0.0,0.0,0.00077125,0.00077625,0.000845625,0.0,0.0,0.0,0.0008531249999999999,0.0,0.0,0.0,0.001260625,0.0,0.0010231250000000002,0.00102125,0.003995,0.0,0.006216953125,0.019125,0.006839687499999999,0.000875625,0.001004375,0.001074375,0.0,0.0,0.0,0.0,0.00088,0.0015425,0.0010046875,0.00103875,0.00090109375,0.0008906249999999999,0.0009,0.0015887499999999999,0.003258541666666667,0.0017399999999999998,0.0
2018-09-28 21:00:00+00:00,0.00047437499999999997,0.000735625,0.0,0.0,0.0,0.0,0.0,0.0008626388888888889,0.0008525,0.0010037499999999999,0.000809375,0.0008096875,0.0008275,0.0009662499999999999,0.002635625,0.00229640625,0.001156875,0.0,0.0,0.0,0.0,0.00077125,0.0007974999999999999,0.00082925,0.0,0.0,0.0,0.0008502083333333333,0.0,0.0,0.0,0.0008502083333333333,0.0,0.0008503125,0.00102125,0.003995,0.0,0.006216953125,0.019125,0.006839687499999999,0.000865,0.001004375,0.0010925000000000002,0.0,0.0,0.0,0.0,0.00084875,0.0008906249999999999,0.0010046875,0.00103875,0.000890625,0.0008906249999999999,0.0009,0.0015887499999999999,0.003258541666666667,0.0014125000000000001,0.0
2018-09-28 22:00:00+00:00,0.00047625,0.000735625,0.0,0.0,0.0,0.0,0.0,0.0008626388888888889,0.0008475,0.00081,0.000809375,0.0010721875,0.0008272222222222222,0.0008175,0.0013700000000000001,0.0014420312500000002,0.001156875,0.0,0.0,0.0,0.0,0.00079875,0.0007974999999999999,0.00082925,0.0,0.0,0.0,0.0008502083333333333,0.0,0.0,0.0,0.0008502083333333333,0.0,0.0008503125,0.00102125,0.00400625,0.0,0.019125,0.019125,0.0062528125000000006,0.0008975000000000001,0.001004375,0.0010925000000000002,0.0,0.0,0.0,0.0,0.00084875,0.0015637499999999998,0.0008906249999999999,0.00089875,0.000890625,0.0008906249999999999,0.0009,0.001706015625,0.00347875,0.0014125000000000001,0.0
2018-09-28 23:00:00+00:00,0.0004875,0.000735625,0.0,0.0,0.0,0.0,0.0,0.0008626388888888889,0.0008125000000000001,0.00081,0.00083625,0.0010721875,0.0008272222222222222,0.0008312500000000001,0.0013700000000000001,0.0014420312500000002,0.001156875,0.0,0.0,0.0,0.0,0.00079875,0.0007974999999999999,0.00082925,0.0,0.0,0.0,0.0008567708333333333,0.0,0.0,0.0,0.0008502083333333333,0.0,0.0010234375,0.00102125,0.00400625,0.0,0.019125,0.019125,0.0062528125000000006,0.0008975000000000001,0.0010731249999999999,0.0010734375000000002,0.0,0.0,0.0,0.0,0.00084875,0.0015637499999999998,0.00100125,0.00104125,0.000890625,0.0008906249999999999,0.0009,0.001706015625,0.0015077083333333333,0.0014125000000000001,0.0
2018-09-29 00:00:00+00:00,0.0005325,0.000735625,0.0,0.0,0.0,0.0,0.0,0.0008568055555555555,0.0008125000000000001,0.00081,0.00083625,0.0010721875,0.0008272222222222222,0.0008312500000000001,0.001349375,0.00133875,0.001156875,0.0,0.0,0.0,0.0,0.00079875,0.0007974999999999999,0.000841875,0.0,0.0,0.0,0.0008567708333333333,0.0,0.0,0.0,0.0008502083333333333,0.0,0.0008721875,0.0010175,0.00392328125,0.0,0.019125,0.019125,0.006428281249999999,0.000876875,0.0010731249999999999,0.0010734375000000002,0.0,0.0,0.0,0.0,0.0008637499999999999,0.0015637499999999998,0.00100125,0.00104125,0.00091109375,0.0008906249999999999,0.0009,0.001706015625,0.0015077083333333333,0.0014125000000000001,0.0
2018-09-29 01:00:00+00:00,0.0005325,0.000734375,0.000841875,0.0,0.0,0.0,0.0,0.0009405555555555556,0.0008125000000000001,0.00103875,0.00083625,0.0010753125,0.0008272222222222222,0.0009350000000000001,0.001349375,0.00133875,0.001156875,0.0,0.0,0.0,0.0,0.00079875,0.0007974999999999999,0.000841875,0.0,0.0,0.0,0.0008567708333333333,0.0,0.0,0.0,0.0008502083333333333,0.0,0.0008721875,0.00102,0.0042040624999999995,0.0,0.019125,0.0057975,0.006428281249999999,0.000876875,0.0010515625,0.001068125,0.0,0.0,0.0,0.0,0.0008637499999999999,0.0015637499999999998,0.00100125,0.00104125,0.0011568229166666667,0.0008906249999999999,0.0009,0.001706015625,0.0015077083333333333,0.00141,0.0
2018-09-29 02:00:00+00:00,0.000480625,0.000734375,0.000841875,0.0,0.0,0.0,0.0,0.0009405555555555556,0.0008125000000000001,0.00103875,0.000809375,0.0010753125,0.0008272222222222222,0.0009350000000000001,0.002646875,0.0023815625,0.001159375,0.0,0.0,0.0,0.0,0.00079875,0.00077625,0.000809625,0.0,0.0,0.0,0.0008567708333333333,0.0,0.0,0.0,0.0008502083333333333,0.0,0.0008721875,0.00102,0.00397984375,0.0,0.0063085156249999995,0.005878125,0.00684625,0.000876875,0.0010515625,0.001068125,0.0,0.0,0.0,0.0,0.0008637499999999999,0.0015875,0.00100125,0.00104125,0.0009056770833333333,0.0008906249999999999,0.0009,0.0015878125,0.0015077083333333333,0.00141,0.0
